scheme	subset	query	target	pident	bits	query_labels	target_labels
family_holdout	all_test	YP_009795661.1	YP_009273465.1	76.3	200.0	[]	[]
family_holdout	all_test	YP_009795662.1	YP_009204507.1	38.9	119.0	[]	[]
family_holdout	all_test	YP_009795663.1	YP_009273467.1	73.2	107.0	[]	[]
family_holdout	all_test	YP_009795664.1	YP_009273468.1	35.9	40.0	[]	[]
family_holdout	all_test	YP_009795665.1	YP_009274287.1	46.5	126.0	"[""nuclease""]"	"[""nuclease""]"
family_holdout	all_test	YP_009795666.1	YP_009273469.1	65.9	138.0	[]	[]
family_holdout	all_test	YP_009795670.1	YP_009273470.1	59.7	765.0	[]	[]
family_holdout	all_test	YP_009795671.1	YP_009273471.1	71.4	790.0	[]	[]
family_holdout	all_test	YP_009795672.1	YP_009273472.1	57.0	250.0	[]	[]
family_holdout	all_test	YP_009795674.1	YP_004934775.1	53.4	66.0	[]	[]
family_holdout	all_test	YP_009795675.1	YP_009273474.1	51.0	147.0	[]	[]
family_holdout	all_test	YP_009795676.1	YP_009273475.1	60.9	346.0	[]	[]
family_holdout	all_test	YP_009795679.1	YP_009807267.1	63.6	40.0	[]	[]
family_holdout	all_test	YP_009795681.1	YP_009273478.1	76.9	452.0	[]	[]
family_holdout	all_test	YP_009795682.1	YP_009189219.1	38.0	63.0	[]	[]
family_holdout	all_test	YP_009795685.1	YP_009638558.1	62.9	44.0	[]	[]
family_holdout	all_test	YP_009795686.1	YP_004934789.1	68.8	61.0	[]	[]
family_holdout	all_test	YP_009795687.1	YP_009273480.1	30.5	69.0	[]	[]
family_holdout	all_test	YP_009795688.1	YP_009273481.1	44.6	46.0	[]	[]
family_holdout	all_test	YP_009795690.1	YP_009273482.1	54.4	126.0	[]	[]
family_holdout	all_test	YP_009795613.1	YP_009273421.1	70.2	117.0	[]	[]
family_holdout	all_test	YP_009795618.1	YP_009273426.1	81.0	460.0	"[""lysis""]"	"[""lysis""]"
family_holdout	all_test	YP_009795620.1	YP_009273428.1	63.1	250.0	[]	[]
family_holdout	all_test	YP_009795637.1	YP_009604176.1	62.9	39.0	[]	[]
family_holdout	all_test	YP_009795653.1	YP_009273457.1	75.3	126.0	[]	[]
family_holdout	all_test	YP_009795678.1	YP_009273476.1	48.3	45.0	[]	[]
family_holdout	all_test	YP_010060965.1	YP_009204092.1	82.1	172.0	"[""nuclease""]"	"[""nuclease""]"
family_holdout	all_test	YP_010060966.1	YP_009635764.1	96.6	296.0	[]	"[""tail_assembly""]"
family_holdout	all_test	YP_010060967.1	YP_009635765.1	85.3	569.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_010060968.1	YP_009638270.1	66.9	475.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_010060969.1	YP_009303559.1	37.8	111.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_010060970.1	YP_009635768.1	91.4	596.0	"[""lysis""]"	"[""lysis""]"
family_holdout	all_test	YP_010060971.1	YP_009635769.1	89.9	512.0	"[""lysis""]"	"[""lysis""]"
family_holdout	all_test	YP_010060972.1	YP_009635770.1	98.3	1225.0	"[""portal_terminase_packaging""]"	"[""portal_terminase_packaging""]"
family_holdout	all_test	YP_010060973.1	YP_009635771.1	98.9	949.0	"[""portal_terminase_packaging""]"	"[""portal_terminase_packaging""]"
family_holdout	all_test	YP_010060974.1	YP_009635772.1	98.5	563.0	"[""protease"", ""capsid_head""]"	"[""protease"", ""capsid_head""]"
family_holdout	all_test	YP_010060975.1	YP_009635773.1	91.7	284.0	[]	[]
family_holdout	all_test	YP_010060976.1	YP_009635774.1	95.1	604.0	"[""capsid_head""]"	"[""capsid_head""]"
family_holdout	all_test	YP_010060977.1	YP_009635775.1	95.1	241.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_010060978.1	YP_009635776.1	84.7	103.0	"[""tail_assembly""]"	[]
family_holdout	all_test	YP_010060979.1	YP_009635777.1	95.8	239.0	[]	[]
family_holdout	all_test	YP_010060980.1	YP_009635778.1	98.5	280.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_010060981.1	YP_009635779.1	99.2	289.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_010060982.1	YP_009635780.1	96.7	539.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_010060984.1	YP_009635782.1	96.0	240.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_010060983.1	YP_009635781.1	97.7	517.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_010060985.1	YP_009635783.1	76.2	1581.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_010060986.1	YP_009635784.1	94.9	714.0	"[""tail_assembly""]"	[]
family_holdout	all_test	YP_010060987.1	YP_009635785.1	91.8	1180.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_010060988.1	YP_009635786.1	89.6	297.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_010060989.1	YP_009635787.1	91.0	191.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_010060990.1	YP_009635788.1	93.7	178.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_010060991.1	YP_009635789.1	59.9	465.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_010060992.1	YP_009031150.1	44.4	89.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_010060993.1	YP_009635791.1	67.9	692.0	"[""integrase_recombinase""]"	"[""integrase_recombinase""]"
family_holdout	all_test	YP_010060994.1	YP_009635792.1	86.2	230.0	[]	[]
family_holdout	all_test	YP_010060995.1	YP_009635793.1	97.6	346.0	[]	[]
family_holdout	all_test	YP_010060996.1	YP_009635794.1	96.1	102.0	[]	[]
family_holdout	all_test	YP_010060997.1	YP_009635795.1	98.4	134.0	[]	[]
family_holdout	all_test	YP_010060998.1	YP_009635796.1	98.6	285.0	[]	[]
family_holdout	all_test	YP_010060999.1	YP_009635798.1	91.5	151.0	[]	[]
family_holdout	all_test	YP_010061000.1	YP_008767109.1	67.1	228.0	[]	[]
family_holdout	all_test	YP_010061001.1	YP_009635800.1	94.7	1178.0	"[""polymerase""]"	[]
family_holdout	all_test	YP_010061002.1	YP_009635801.1	95.3	250.0	[]	[]
family_holdout	all_test	YP_010061003.1	YP_009635802.1	82.7	143.0	[]	[]
family_holdout	all_test	YP_010061004.1	YP_009635803.1	97.4	477.0	[]	[]
family_holdout	all_test	YP_010061005.1	YP_009635804.1	100.0	363.0	[]	[]
family_holdout	all_test	YP_010061006.1	YP_009635805.1	92.8	1193.0	[]	[]
family_holdout	all_test	YP_010061007.1	YP_009635806.1	100.0	122.0	[]	[]
family_holdout	all_test	YP_010061008.1	YP_008767118.1	63.3	40.0	[]	[]
family_holdout	all_test	YP_010061009.1	YP_009635807.1	97.5	403.0	[]	[]
family_holdout	all_test	YP_010061010.1	YP_009635808.1	97.2	529.0	[]	[]
family_holdout	all_test	YP_010061011.1	YP_009635809.1	74.6	240.0	[]	[]
family_holdout	all_test	YP_010061012.1	YP_009635810.1	74.8	224.0	[]	[]
family_holdout	all_test	YP_010061013.1	YP_009635811.1	94.1	161.0	[]	[]
family_holdout	all_test	YP_010061014.1	YP_009635812.1	90.5	166.0	[]	[]
family_holdout	all_test	YP_010061015.1	YP_009204149.1	76.0	356.0	[]	[]
family_holdout	all_test	YP_010061016.1	YP_009635814.1	94.8	273.0	[]	[]
family_holdout	all_test	YP_010061017.1	YP_010652170.1	29.4	46.0	[]	[]
family_holdout	all_test	YP_010061018.1	YP_009019117.1	98.3	115.0	[]	[]
family_holdout	all_test	YP_010061019.1	YP_009635815.1	96.2	57.0	[]	[]
family_holdout	all_test	YP_010061020.1	YP_009635816.1	90.9	79.0	[]	[]
family_holdout	all_test	YP_010061021.1	YP_009635817.1	91.5	310.0	"[""nuclease""]"	"[""nuclease""]"
family_holdout	all_test	YP_010061022.1	YP_009635818.1	77.4	55.0	[]	[]
family_holdout	all_test	YP_010061023.1	YP_009635819.1	92.0	95.0	[]	[]
family_holdout	all_test	YP_010061024.1	YP_009204158.1	76.4	83.0	[]	[]
family_holdout	all_test	YP_010061025.1	YP_009635821.1	92.5	514.0	"[""helicase""]"	"[""helicase""]"
family_holdout	all_test	YP_010061026.1	YP_009635824.1	97.5	171.0	[]	[]
family_holdout	all_test	YP_010061027.1	YP_009638539.1	60.4	112.0	[]	[]
family_holdout	all_test	YP_010061028.1	YP_009635825.1	88.1	514.0	"[""nuclease""]"	"[""nuclease""]"
family_holdout	all_test	YP_010061029.1	YP_009635826.1	56.2	117.0	[]	[]
family_holdout	all_test	YP_010061030.1	YP_009635827.1	90.9	354.0	[]	[]
family_holdout	all_test	YP_010061031.1	YP_009303632.1	52.7	89.0	[]	[]
family_holdout	all_test	YP_010061032.1	YP_009635828.1	73.3	119.0	[]	[]
family_holdout	all_test	YP_010061033.1	YP_009635829.1	96.2	175.0	[]	[]
family_holdout	all_test	YP_010061034.1	YP_009204178.1	59.3	72.0	[]	[]
family_holdout	all_test	YP_010061035.1	YP_009635839.1	76.7	110.0	[]	[]
family_holdout	all_test	YP_010061036.1	YP_009635840.1	80.8	87.0	[]	[]
family_holdout	all_test	YP_010061037.1	YP_009635842.1	82.4	233.0	[]	[]
family_holdout	all_test	YP_010061038.1	YP_009635843.1	86.2	55.0	[]	[]
family_holdout	all_test	YP_009835993.1	YP_009797045.1	25.3	80.0	"[""portal_terminase_packaging""]"	"[""portal_terminase_packaging""]"
family_holdout	all_test	YP_009835994.1	YP_010754684.1	44.5	91.0	"[""nuclease""]"	"[""nuclease""]"
family_holdout	all_test	YP_009835995.1	YP_010755651.1	39.5	204.0	"[""lysis""]"	"[""lysis""]"
family_holdout	all_test	YP_009836004.1	YP_009213089.1	41.7	90.0	[]	[]
family_holdout	all_test	YP_009836005.1	YP_009221527.1	43.8	80.0	[]	"[""tail_assembly""]"
family_holdout	all_test	YP_009836008.1	YP_009151474.1	25.7	72.0	"[""capsid_head""]"	"[""capsid_head""]"
family_holdout	all_test	YP_009836010.1	YP_009217994.1	52.9	398.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_009836027.1	YP_010671547.1	54.7	113.0	[]	[]
family_holdout	all_test	YP_009836030.1	YP_009838193.1	43.1	153.0	[]	[]
family_holdout	all_test	YP_009836031.1	YP_009016323.1	34.9	61.0	[]	[]
family_holdout	all_test	YP_009836032.1	YP_005087211.1	32.1	60.0	[]	[]
family_holdout	all_test	YP_009836033.1	YP_010062289.1	30.4	121.0	"[""helicase""]"	"[""helicase""]"
family_holdout	all_test	YP_009836036.1	YP_009005627.1	26.1	75.0	"[""helicase"", ""nuclease""]"	"[""nuclease""]"
family_holdout	all_test	YP_009836039.1	YP_009304610.1	35.7	155.0	[]	[]
family_holdout	all_test	YP_009836040.1	YP_008051819.1	25.1	47.0	[]	[]
family_holdout	all_test	YP_009836046.1	YP_010752715.1	29.9	54.0	[]	[]
family_holdout	all_test	YP_009836047.1	YP_009834104.1	37.5	46.0	[]	[]
family_holdout	all_test	YP_009836057.1	YP_009797045.1	25.0	77.0	"[""portal_terminase_packaging""]"	"[""portal_terminase_packaging""]"
family_holdout	all_test	YP_009836058.1	YP_010755651.1	38.8	179.0	"[""lysis""]"	"[""lysis""]"
family_holdout	all_test	YP_009836059.1	YP_010652073.1	40.6	109.0	"[""nuclease""]"	"[""nuclease""]"
family_holdout	all_test	YP_009836068.1	YP_009226587.1	40.3	90.0	[]	[]
family_holdout	all_test	YP_009836069.1	YP_009221527.1	42.6	78.0	[]	"[""tail_assembly""]"
family_holdout	all_test	YP_009836072.1	YP_009151474.1	25.7	72.0	"[""capsid_head""]"	"[""capsid_head""]"
family_holdout	all_test	YP_009836074.1	YP_009217994.1	52.9	400.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_009836087.1	YP_007518061.1	32.9	45.0	[]	[]
family_holdout	all_test	YP_009836092.1	YP_009838193.1	41.8	150.0	[]	[]
family_holdout	all_test	YP_009836096.1	YP_010754666.1	28.7	119.0	"[""helicase""]"	"[""helicase""]"
family_holdout	all_test	YP_009836099.1	YP_010755568.1	25.3	77.0	"[""helicase"", ""nuclease""]"	"[""nuclease""]"
family_holdout	all_test	YP_009836102.1	YP_009009890.1	32.6	142.0	[]	[]
family_holdout	all_test	YP_009836103.1	YP_008051819.1	26.6	48.0	[]	[]
family_holdout	all_test	YP_009836110.1	YP_008051559.1	29.1	46.0	[]	[]
family_holdout	all_test	YP_009836111.1	YP_009839409.1	72.2	197.0	[]	[]
family_holdout	all_test	YP_009836088.1	YP_009012658.1	44.9	104.0	[]	[]
family_holdout	all_test	YP_009836093.1	YP_009016323.1	38.1	63.0	[]	[]
family_holdout	all_test	YP_009836095.1	YP_005087211.1	32.1	64.0	[]	[]
family_holdout	all_test	YP_009836120.1	NP_665920.1	26.9	80.0	"[""portal_terminase_packaging""]"	[]
family_holdout	all_test	YP_009836121.1	YP_009788281.1	51.1	257.0	"[""lysis""]"	"[""lysis""]"
family_holdout	all_test	YP_009836130.1	YP_009226587.1	40.3	91.0	[]	[]
family_holdout	all_test	YP_009836131.1	YP_009221527.1	44.9	80.0	[]	"[""tail_assembly""]"
family_holdout	all_test	YP_009836134.1	YP_007005951.1	23.9	64.0	"[""capsid_head""]"	"[""capsid_head""]"
family_holdout	all_test	YP_009836135.1	YP_010656415.1	39.5	49.0	[]	[]
family_holdout	all_test	YP_009836137.1	YP_009217994.1	55.2	398.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_009836142.1	YP_009796798.1	42.2	90.0	[]	[]
family_holdout	all_test	YP_009836149.1	YP_007518061.1	32.5	41.0	[]	[]
family_holdout	all_test	YP_009836150.1	YP_009012658.1	46.8	110.0	[]	[]
family_holdout	all_test	YP_009836157.1	YP_005087211.1	30.7	57.0	[]	[]
family_holdout	all_test	YP_009836159.1	YP_010754666.1	29.1	120.0	"[""helicase""]"	"[""helicase""]"
family_holdout	all_test	YP_009836165.1	YP_009637489.1	35.5	157.0	[]	[]
family_holdout	all_test	YP_009836172.1	YP_009610707.1	71.5	146.0	[]	[]
family_holdout	all_test	YP_009836154.1	YP_009208318.1	39.6	161.0	[]	[]
family_holdout	all_test	YP_009836162.1	YP_010755568.1	25.1	79.0	"[""helicase"", ""nuclease""]"	"[""nuclease""]"
family_holdout	all_test	YP_009836155.1	YP_010062093.1	39.4	69.0	[]	[]
family_holdout	all_test	YP_009796123.1	YP_009879414.1	61.3	1142.0	[]	[]
family_holdout	all_test	YP_009796124.1	YP_007008146.1	72.3	168.0	[]	[]
family_holdout	all_test	YP_009796125.1	YP_009876968.1	57.8	65.0	[]	[]
family_holdout	all_test	YP_009796126.1	YP_009882803.1	72.4	205.0	[]	[]
family_holdout	all_test	YP_009796127.1	YP_007236270.1	44.8	81.0	[]	[]
family_holdout	all_test	YP_009796129.1	YP_003358696.1	76.3	297.0	[]	[]
family_holdout	all_test	YP_009796130.1	YP_009889313.1	72.7	561.0	[]	[]
family_holdout	all_test	YP_009796131.1	YP_003358694.1	65.8	178.0	[]	[]
family_holdout	all_test	YP_009796132.1	YP_009876977.1	89.2	809.0	[]	[]
family_holdout	all_test	YP_009796133.1	YP_009876440.1	66.3	162.0	[]	[]
family_holdout	all_test	YP_009796135.1	YP_007008137.1	74.9	454.0	[]	[]
family_holdout	all_test	YP_009796136.1	YP_009882816.1	66.2	117.0	[]	[]
family_holdout	all_test	YP_009796137.1	YP_007236283.1	72.2	413.0	[]	[]
family_holdout	all_test	YP_009796138.1	YP_009889532.1	98.2	222.0	[]	[]
family_holdout	all_test	YP_009796139.1	YP_009876986.1	89.0	1892.0	"[""polymerase""]"	"[""polymerase""]"
family_holdout	all_test	YP_009796140.1	YP_009881288.1	93.1	365.0	[]	[]
family_holdout	all_test	YP_009796141.1	YP_004327559.1	91.4	137.0	[]	[]
family_holdout	all_test	YP_009796142.1	YP_009889536.1	92.9	360.0	[]	[]
family_holdout	all_test	YP_009796143.1	YP_009617768.1	84.0	255.0	[]	[]
family_holdout	all_test	YP_009796144.1	YP_007237495.1	66.6	214.0	[]	[]
family_holdout	all_test	YP_009796145.1	YP_009030440.1	87.0	753.0	[]	[]
family_holdout	all_test	YP_009796146.1	YP_009030441.1	45.0	186.0	[]	[]
family_holdout	all_test	YP_009796147.1	YP_009881079.1	92.0	123.0	[]	[]
family_holdout	all_test	YP_009796154.1	YP_009889547.1	61.1	42.0	[]	[]
family_holdout	all_test	YP_009796155.1	YP_009887915.1	66.1	260.0	[]	[]
family_holdout	all_test	YP_009796156.1	YP_009617759.1	81.4	986.0	"[""tail_fiber_receptor""]"	[]
family_holdout	all_test	YP_009796157.1	YP_009888726.1	79.0	458.0	[]	[]
family_holdout	all_test	YP_009796158.1	YP_007237483.1	52.9	404.0	"[""tail_assembly""]"	[]
family_holdout	all_test	YP_009796159.1	YP_003358665.1	60.4	571.0	"[""tail_assembly""]"	[]
family_holdout	all_test	YP_009796160.1	YP_010686186.1	31.4	455.0	"[""tail_fiber_receptor"", ""tail_assembly""]"	"[""tail_fiber_receptor"", ""tail_assembly""]"
family_holdout	all_test	YP_009796161.1	YP_009851399.1	77.0	912.0	"[""tail_fiber_receptor"", ""tail_assembly""]"	"[""tail_fiber_receptor"", ""tail_assembly""]"
family_holdout	all_test	YP_009796162.1	YP_009851398.1	76.5	68.0	[]	[]
family_holdout	all_test	YP_009796163.1	YP_010843554.1	61.9	110.0	"[""tail_fiber_receptor"", ""tail_assembly"", ""envelope_glycoprotein""]"	"[""tail_fiber_receptor"", ""tail_assembly""]"
family_holdout	all_test	YP_009796164.1	YP_009888942.1	84.7	2801.0	[]	[]
family_holdout	all_test	YP_009796165.1	YP_007008114.1	69.9	149.0	[]	[]
family_holdout	all_test	YP_009796166.1	YP_009888945.1	92.8	480.0	[]	[]
family_holdout	all_test	YP_009796167.1	YP_008771664.1	74.2	113.0	[]	[]
family_holdout	all_test	YP_009796168.1	YP_009966828.1	92.9	430.0	[]	[]
family_holdout	all_test	YP_009796169.1	YP_008770875.1	84.3	422.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_009796170.1	YP_009880721.1	72.3	283.0	"[""portal_terminase_packaging""]"	"[""portal_terminase_packaging""]"
family_holdout	all_test	YP_009796171.1	YP_009021408.1	87.7	1378.0	"[""portal_terminase_packaging""]"	"[""portal_terminase_packaging""]"
family_holdout	all_test	YP_009796172.1	YP_008770878.1	91.4	1183.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_009796173.1	YP_004327530.1	83.3	274.0	"[""nuclease""]"	"[""nuclease""]"
family_holdout	all_test	YP_009796174.1	YP_009881058.1	96.6	364.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_009796175.1	YP_009877753.1	83.1	958.0	[]	"[""portal_terminase_packaging""]"
family_holdout	all_test	YP_009796176.1	YP_009875981.1	66.6	72.0	[]	[]
family_holdout	all_test	YP_009796177.1	YP_007236113.1	93.0	179.0	[]	[]
family_holdout	all_test	YP_009796178.1	YP_009889359.1	87.3	411.0	"[""protease""]"	"[""protease""]"
family_holdout	all_test	YP_009796179.1	YP_009877749.1	72.2	349.0	[]	[]
family_holdout	all_test	YP_009796180.1	YP_009877025.1	93.6	846.0	"[""capsid_head""]"	"[""capsid_head""]"
family_holdout	all_test	YP_009796181.1	YP_009889163.1	93.7	162.0	[]	[]
family_holdout	all_test	YP_009796182.1	YP_009888963.1	57.1	114.0	[]	[]
family_holdout	all_test	YP_009796184.1	YP_009140193.1	82.1	102.0	[]	[]
family_holdout	all_test	YP_009796185.1	YP_009875973.1	75.8	100.0	[]	[]
family_holdout	all_test	YP_009796186.1	YP_009875972.1	57.8	180.0	[]	[]
family_holdout	all_test	YP_009796187.1	YP_009617731.1	66.9	181.0	[]	[]
family_holdout	all_test	YP_009796189.1	YP_002790877.1	37.8	81.0	[]	[]
family_holdout	all_test	YP_009796190.1	YP_009881804.1	85.8	145.0	[]	[]
family_holdout	all_test	YP_009796191.1	YP_008771682.1	50.0	137.0	[]	[]
family_holdout	all_test	YP_009796192.1	YP_009888357.1	43.4	70.0	[]	[]
family_holdout	all_test	YP_009796193.1	YP_009877034.1	60.9	179.0	[]	[]
family_holdout	all_test	YP_009796194.1	YP_009102934.1	56.3	73.0	[]	[]
family_holdout	all_test	YP_009796195.1	YP_009882868.1	72.7	347.0	[]	[]
family_holdout	all_test	YP_009796196.1	YP_004327512.1	74.1	316.0	[]	[]
family_holdout	all_test	YP_009796197.1	YP_009879551.1	87.8	303.0	"[""tail_assembly""]"	"[""tail_assembly""]"
family_holdout	all_test	YP_009796198.1	YP_007236129.1	76.5	245.0	[]	[]
family_holdout	all_test	YP_009796199.1	YP_009889376.1	83.8	434.0	"[""nuclease""]"	"[""nuclease""]"
family_holdout	all_test	YP_009796200.1	YP_009021432.1	79.2	831.0	"[""helicase""]"	"[""helicase""]"
family_holdout	all_test	YP_009796201.1	YP_009883254.1	35.4	72.0	[]	[]
family_holdout	all_test	YP_009796202.1	YP_009966604.1	90.9	415.0	[]	[]
family_holdout	all_test	YP_009796203.1	YP_003358626.1	77.8	553.0	"[""polymerase""]"	"[""polymerase""]"
family_holdout	all_test	YP_009796204.1	YP_007008086.1	77.8	238.0	"[""polymerase""]"	"[""polymerase""]"
family_holdout	all_test	YP_009796205.1	YP_009880152.1	89.6	292.0	[]	[]
family_holdout	all_test	YP_009796206.1	YP_009875954.1	71.8	418.0	[]	[]
family_holdout	all_test	YP_009796207.1	YP_009877049.1	72.4	612.0	[]	[]
family_holdout	all_test	YP_009796208.1	YP_009948978.1	73.3	221.0	[]	[]
family_holdout	all_test	YP_009796209.1	YP_009021440.1	70.2	977.0	[]	[]
family_holdout	all_test	YP_009796210.1	YP_007236140.1	74.7	175.0	[]	[]
family_holdout	all_test	YP_009796211.1	YP_008770911.1	63.3	178.0	[]	[]
family_holdout	all_test	YP_009796212.1	YP_009879719.1	52.4	246.0	[]	[]
family_holdout	all_test	YP_009796213.1	YP_007236143.1	94.3	576.0	[]	[]
family_holdout	all_test	YP_009796214.1	YP_009882885.1	93.3	1079.0	[]	[]
family_holdout	all_test	YP_009796215.1	YP_009877055.1	85.7	105.0	[]	[]
family_holdout	all_test	YP_009796216.1	YP_004327494.1	76.6	1148.0	[]	[]
family_holdout	all_test	YP_009796217.1	YP_009283930.1	60.1	134.0	[]	[]
family_holdout	all_test	YP_009796218.1	YP_009617702.1	82.2	130.0	[]	[]
family_holdout	all_test	YP_009796219.1	YP_008770917.1	47.4	110.0	[]	[]
family_holdout	all_test	YP_009796220.1	YP_009882893.1	37.5	53.0	[]	[]
family_holdout	all_test	YP_009796223.1	YP_009030509.1	93.9	289.0	[]	[]
family_holdout	all_test	YP_009796224.1	YP_009879728.1	89.0	422.0	[]	[]
family_holdout	all_test	YP_009796225.1	YP_007008072.1	69.6	148.0	"[""lysis""]"	"[""lysis""]"
family_holdout	all_test	YP_009796226.1	YP_009877716.1	40.1	172.0	[]	[]
family_holdout	all_test	YP_009796227.1	YP_003358603.1	45.9	171.0	[]	[]
family_holdout	all_test	YP_009796229.1	YP_009875934.1	75.4	187.0	[]	[]
family_holdout	all_test	YP_009796230.1	YP_004327481.1	57.5	123.0	"[""lysis""]"	"[""lysis""]"
family_holdout	all_test	YP_009796231.1	YP_009887988.1	80.2	145.0	[]	[]
family_holdout	all_test	YP_009796232.1	YP_009966885.1	85.3	1039.0	"[""helicase""]"	"[""helicase""]"
family_holdout	all_test	YP_009796233.1	YP_009102898.1	79.6	436.0	[]	[]
family_holdout	all_test	YP_009796234.1	YP_009887783.1	85.4	325.0	[]	[]
family_holdout	all_test	YP_009796235.1	YP_004327474.1	81.6	437.0	[]	[]
family_holdout	all_test	YP_009796236.1	YP_009877077.1	85.4	695.0	"[""nuclease""]"	"[""nuclease""]"
family_holdout	all_test	YP_009796237.1	YP_007236165.1	67.8	1028.0	"[""nuclease""]"	[]
family_holdout	all_test	YP_009796239.1	YP_007237410.1	86.6	96.0	[]	[]
family_holdout	all_test	YP_009796240.1	YP_003358591.1	47.1	88.0	[]	[]
family_holdout	all_test	YP_009796241.1	YP_004327468.1	83.4	339.0	[]	[]
family_holdout	all_test	YP_009796242.1	YP_009881397.1	80.4	367.0	[]	[]
family_holdout	all_test	YP_009796243.1	YP_003358587.1	79.1	156.0	[]	[]
family_holdout	all_test	YP_009796244.1	YP_007237406.1	56.6	130.0	[]	[]
family_holdout	all_test	YP_009796245.1	YP_009887419.1	78.9	1268.0	[]	[]
family_holdout	all_test	YP_009796246.1	YP_009889218.1	84.1	326.0	[]	[]
family_holdout	all_test	YP_009796247.1	YP_009877088.1	83.4	183.0	[]	[]
family_holdout	all_test	YP_009796248.1	YP_007236175.1	85.4	217.0	"[""transcription_regulator""]"	"[""transcription_regulator""]"
family_holdout	all_test	YP_009796249.1	YP_009877090.1	50.2	153.0	[]	[]
family_holdout	all_test	YP_009796250.1	YP_009293282.1	70.8	321.0	[]	[]
family_holdout	all_test	YP_009796251.1	YP_009875914.1	94.5	181.0	[]	[]
family_holdout	all_test	YP_009796252.1	YP_009880193.1	85.0	655.0	[]	[]
family_holdout	all_test	YP_009796253.1	YP_004895254.1	70.3	99.0	[]	[]
family_holdout	all_test	YP_009796254.1	YP_009876557.1	68.5	238.0	[]	[]
family_holdout	all_test	YP_009796255.1	YP_009888819.1	58.0	81.0	[]	[]
family_holdout	all_test	YP_009796256.1	YP_007237394.1	54.3	62.0	[]	[]
family_holdout	all_test	YP_009796257.1	YP_009617667.1	85.1	465.0	"[""lysis""]"	"[""lysis""]"
family_holdout	all_test	YP_009796258.1	YP_009882927.1	86.4	500.0	[]	[]
family_holdout	all_test	YP_009796259.1	YP_009021291.1	72.2	327.0	"[""nuclease""]"	"[""nuclease""]"
family_holdout	all_test	YP_009796260.1	YP_009889433.1	87.8	1391.0	[]	[]
family_holdout	all_test	YP_009796261.1	YP_003358569.1	59.7	110.0	[]	[]
family_holdout	all_test	YP_009796262.1	YP_007236187.1	91.0	721.0	[]	[]
family_holdout	all_test	YP_009796263.1	YP_009283890.1	89.1	137.0	[]	[]
family_holdout	all_test	YP_009796264.1	YP_009876568.1	70.3	220.0	[]	[]
family_holdout	all_test	YP_009796265.1	YP_009877103.1	25.4	56.0	[]	[]
family_holdout	all_test	YP_009796266.1	YP_003358564.1	84.9	224.0	"[""tail_fiber_receptor""]"	"[""tail_fiber_receptor""]"
family_holdout	all_test	YP_009796267.1	YP_008771749.1	88.1	1011.0	"[""tail_fiber_receptor"", ""tail_assembly"", ""lysis""]"	"[""tail_fiber_receptor"", ""tail_assembly"", ""lysis""]"
family_holdout	all_test	YP_009796269.1	YP_009888424.1	70.7	411.0	"[""tail_fiber_receptor""]"	"[""tail_fiber_receptor""]"
family_holdout	all_test	YP_009796270.1	YP_009101412.1	70.1	268.0	[]	[]
family_holdout	all_test	YP_009796271.1	YP_007008038.1	61.7	217.0	[]	[]
family_holdout	all_test	YP_009796272.1	YP_009889042.1	82.0	353.0	[]	[]
family_holdout	all_test	YP_009796273.1	YP_009293260.1	60.2	119.0	[]	[]
family_holdout	all_test	YP_009796274.1	YP_009293259.1	87.6	162.0	[]	[]
family_holdout	all_test	YP_009796275.1	YP_009293258.1	81.2	135.0	"[""transcription_regulator""]"	[]
family_holdout	all_test	YP_009796276.1	YP_009889449.1	65.8	120.0	[]	[]
